ticker,cik,name,exchange,10K_files,10Q_files,k_count,q_count,total,GICS Sector,GICS Sub-Industry,Date first added,Founded
VLO,1035002,VALERO ENERGY CORP/TX,NYSE,"['0001035002-21-000051', '0001035002-20-000007', '0001035002-19-000008', '0001035002-18-000010', '0001035002-17-000009', '0001035002-16-000069', '0001035002-15-000009', '0001035002-14-000008', '0001035002-13-000008', '0001035002-11-000013', '0000950123-10-018097', '0000950134-09-003971', '0000950134-08-003802', '0001193125-07-039165', '0000950134-06-004061', '0000950134-05-004779', '0000950134-04-003420', '0001110805-03-000007']","['0001035002-21-000118', '0001035002-21-000102', '0001035002-21-000068', '0001035002-20-000053', '0001035002-20-000041', '0001035002-20-000016', '0001035002-19-000047', '0001035002-19-000040', '0001035002-19-000025', '0001035002-18-000047', '0001035002-18-000041', '0001035002-18-000015', '0001035002-17-000062', '0001035002-17-000044', '0001035002-17-000032', '0001035002-16-000123', '0001035002-16-000113', '0001035002-16-000087', '0001035002-15-000063', '0001035002-15-000055', '0001035002-15-000036', '0001035002-14-000059', '0001035002-14-000052', '0001035002-13-000066', '0001035002-13-000060', '0001035002-13-000037', '0001035002-12-000052', '0001035002-12-000032', '0001035002-11-000064', '0001035002-11-000057', '0001035002-11-000035', '0000950123-10-100154', '0000950123-10-073857', '0000950123-10-046222', '0000950123-09-058514', '0000950123-09-031901', '0000950134-09-009899', '0000950134-08-019808', '0000950134-08-014673', '0000950134-08-009050', '0000950134-07-023179', '0000950134-07-017331', '0000950134-07-010813', '0001193125-06-230085', '0001193125-06-167371', '0001193125-06-105599', '0000950134-05-020997', '0001104659-05-037630', '0001035002-05-000017', '0001035002-04-000038', '0001035002-04-000029', '0001035002-04-000009', '0001035002-03-000031', '0001035002-03-000025', '0001110805-03-000015', '0001035002-02-000023', '0001035002-02-000016', '0001035002-02-000003', '0001035704-01-500474', '0000950134-01-505223', '0000950134-01-501097', '0000950134-00-009561', '0000950134-00-006831']",18,63,81,Energy,Oil & Gas Refining & Marketing,,1980
PEG,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,NYSE,"['0000788784-21-000007', '0000788784-20-000004', '0000788784-19-000005', '0000788784-18-000004', '0000788784-17-000003', '0000788784-16-000014', '0000788784-15-000002', '0000788784-14-000004', '0000788784-13-000003', '0001193125-12-081813', '0001193125-11-047330', '0001193125-10-040508', '0000930413-09-001045', '0000930413-08-001260', '0000930413-07-001699', '0000950117-06-000927', '0000950117-05-000790', '0001206774-03-000082', '0000950136-02-000584']","['0001628280-21-021195', '0000788784-21-000034', '0000788784-21-000012', '0000788784-20-000033', '0000788784-20-000029', '0000788784-20-000010', '0000788784-19-000032', '0000788784-19-000028', '0000788784-19-000009', '0000788784-18-000026', '0000788784-18-000022', '0000788784-18-000007', '0000788784-17-000024', '0000788784-17-000019', '0000788784-17-000007', '0000788784-16-000038', '0000788784-16-000034', '0000788784-16-000018', '0000788784-15-000011', '0000788784-15-000008', '0000788784-15-000004', '0000788784-14-000013', '0000788784-14-000010', '0000788784-14-000007', '0000788784-13-000013', '0000788784-13-000010', '0001193125-12-332159', '0001193125-12-205116', '0001193125-11-290949', '0001193125-11-208082', '0001193125-11-128596', '0001193125-10-241339', '0001193125-10-172309', '0001193125-10-110439', '0000930413-09-005485', '0000930413-09-003976', '0000930413-09-002474', '0000930413-08-006282', '0000930413-08-004616', '0000930413-08-002872', '0000930413-07-008345', '0000930413-07-006384', '0000930413-07-004140', '0000950117-06-004492', '0000950117-06-003288', '0000950117-06-001966', '0000950117-05-004120', '0000950117-05-003036', '0000950117-05-001774', '0000950117-04-003736', '0000950117-04-002772', '0000950117-04-001662', '0000950117-03-004611', '0000950117-03-003390', '0000950117-03-001867', '0000891092-02-001247', '0000788784-02-000074', '0000788784-02-000046', '0000788784-01-500090', '0000788784-01-500046', '0000788784-01-500017']",19,61,80,Utilities,Electric Utilities,3/4/1957,1903
PCAR,75362,PACCAR INC,Nasdaq,"['0001564590-21-006370', '0001564590-20-005276', '0001564590-19-003670', '0001564590-18-002675', '0001193125-17-050405', '0001193125-16-465258', '0001193125-15-065702', '0001193125-14-073103', '0001193125-13-080215', '0001193125-12-086978', '0001193125-11-051678', '0001193125-10-042642', '0001104659-09-012954', '0001104659-08-013201', '0001104659-07-013855', '0001104659-06-012138', '0001104659-05-009484', '0001104659-04-007210', '0001104659-03-003908']","['0001564590-21-053170', '0001564590-21-039777', '0001564590-21-022825', '0001564590-20-049631', '0001564590-20-035572', '0001564590-20-020820', '0001564590-19-038819', '0001564590-19-028370', '0001564590-19-015329', '0001564590-18-026487', '0001564590-18-019160', '0001564590-18-010845', '0001564590-17-021522', '0001193125-17-248773', '0001193125-17-158733', '0001193125-16-760179', '0001193125-16-670077', '0001193125-16-577596', '0001193125-15-368291', '0001193125-15-281040', '0001193125-15-174512', '0001193125-14-401045', '0001193125-14-300871', '0001193125-14-187511', '0001193125-13-324177', '0001193125-13-207512', '0001193125-12-457500', '0001193125-12-344247', '0001193125-12-224972', '0001193125-11-299857', '0001193125-11-214310', '0001193125-11-130097', '0001193125-10-251749', '0001193125-10-181384', '0001193125-10-108284', '0001193125-09-225269', '0001193125-09-170531', '0001104659-09-030380', '0001104659-08-065948', '0001104659-08-049197', '0001104659-08-029403', '0001104659-07-079233', '0001104659-07-058623', '0001104659-07-035836', '0001104659-06-070576', '0001104659-06-049491', '0001104659-06-031442', '0001104659-05-052547', '0001104659-05-035011', '0001104659-05-019880', '0001104659-04-033820', '0001104659-04-022926', '0001104659-04-013142', '0001104659-03-025115', '0001104659-03-017249', '0001104659-03-009030', '0001104659-02-005440', '0001104659-02-003346', '0001104659-02-001903', '0001104659-01-502633', '0001104659-01-501346', '0001104659-01-500506', '0000912057-00-049185', '0000912057-00-036636']",19,64,83,Industrials,Construction Machinery & Heavy Trucks,12/31/1980,1905
FITB,35527,FIFTH THIRD BANCORP,Nasdaq,"['0000035527-21-000100', '0001193125-20-057751', '0001193125-19-059441', '0001193125-18-062301', '0001193125-17-056318', '0001193125-16-478543', '0001193125-15-062849', '0001193125-14-063748', '0001193125-13-071733', '0001193125-12-089474', '0001193125-11-049817', '0001193125-10-042347', '0001193125-09-042550', '0001193125-08-036443', '0001193125-07-035126', '0001193125-06-033639', '0001193125-05-039845', '0001193125-04-029919', '0001021408-03-005124', '0000950109-02-001302', '0000950152-01-001741']","['0000035527-21-000253', '0000035527-21-000221', '0000035527-21-000180', '0000035527-20-000107', '0000035527-20-000077', '0001193125-20-137598', '0001193125-19-288323', '0001193125-19-216480', '0001193125-19-144213', '0001193125-18-319637', '0001193125-18-242791', '0001193125-18-152814', '0001193125-17-334343', '0001193125-17-251458', '0001193125-17-160784', '0001193125-16-763671', '0001193125-16-672711', '0001193125-16-581818', '0001193125-15-368428', '0001193125-15-278860', '0001193125-15-182114', '0001193125-14-403413', '0001193125-14-301002', '0001193125-14-190134', '0001193125-13-324416', '0001193125-13-211224', '0001193125-12-457726', '0001193125-12-344361', '0001193125-12-225686', '0001193125-11-212497', '0001193125-11-132470', '0001193125-10-252085', '0001193125-10-182725', '0001193125-10-112846', '0001193125-09-227731', '0001193125-09-170697', '0001193125-09-107267', '0001193125-08-229815', '0001193125-08-170163', '0001193125-08-109956', '0001193125-07-242508', '0001193125-07-176708', '0001193125-07-110202', '0001193125-06-222170', '0001193125-06-100406', '0001193125-05-216928', '0001193125-05-097524', '0001193125-04-187916', '0001193125-04-134384', '0001193125-04-080687', '0001193125-03-080233', '0001193125-03-031702', '0000950130-03-003638', '0001021408-02-014218', '0001021408-02-010902', '0000940180-02-001131', '0001021408-01-510291', '0001021408-01-505393', '0000950152-01-502061', '0000950152-00-008014', '0000950152-00-006080']",21,61,82,Financials,Regional Banks,,1858
WST,105770,WEST PHARMACEUTICAL SERVICES INC,NYSE,"['0000105770-21-000008', '0000105770-20-000015', '0000105770-19-000012', '0000105770-18-000006', '0000105770-17-000011', '0000105770-16-000060', '0000105770-15-000007', '0000105770-14-000005', '0000105770-13-000007', '0000105770-12-000011', '0000105770-11-000016', '0000105770-10-000011', '0000105770-09-000016', '0001047469-08-002017', '0001193125-07-270107', '0001104659-07-015074', '0001193125-06-256136', '0001193125-06-256137', '0001193125-06-199528', '0001193125-06-199737', '0001104659-06-014167', '0001159443-05-000010', '0001168861-05-000008', '0001315954-05-000013', '0000105770-05-000135', '0001168861-04-000019', '0001159443-04-000022', '0000950154-04-000022', '0001168861-03-000007', '0001159443-03-000012']","['0000105770-21-000083', '0000105770-21-000055', '0000105770-21-000026', '0000105770-20-000057', '0000105770-20-000045', '0000105770-20-000021', '0000105770-19-000045', '0000105770-19-000033', '0000105770-19-000020', '0000105770-18-000038', '0000105770-18-000032', '0000105770-18-000015', '0000105770-17-000050', '0000105770-17-000042', '0000105770-17-000019', '0000105770-16-000101', '0000105770-16-000086', '0000105770-16-000071', '0000105770-15-000047', '0000105770-15-000036', '0000105770-15-000015', '0000105770-14-000065', '0000105770-14-000046', '0000105770-14-000016', '0000105770-13-000053', '0000105770-13-000041', '0000105770-13-000017', '0000105770-12-000062', '0000105770-12-000052', '0000105770-12-000027', '0000105770-11-000059', '0000105770-11-000042', '0000105770-11-000022', '0000105770-10-000045', '0000105770-10-000032', '0000105770-10-000019', '0000105770-09-000049', '0000105770-09-000041', '0000105770-09-000027', '0000105770-08-000060', '0000105770-08-000040', '0001104659-08-031034', '0001104659-07-079167', '0001104659-07-058768', '0001104659-07-036918', '0001104659-06-072829', '0001104659-06-051878', '0001104659-06-032995', '0000105770-05-000528', '0000105770-05-000400', '0000105770-05-000283', '0000105770-04-000594', '0000105770-04-000441', '0000105770-04-000199', '0000105770-03-000238', '0000105770-03-000094', '0000105770-03-000014', '0000105770-02-000036', '0000105770-02-000025', '0000105770-02-000016', '0000105770-01-500059', '0000105770-01-500052']",30,62,92,Health Care,Health Care Supplies,5/22/2020,1923
BLL,9389,BALL Corp,NYSE,"['0001558370-21-001121', '0001558370-20-001005', '0001558370-19-000909', '0001558370-18-001345', '0001558370-17-001300', '0001104659-16-097390', '0001104659-15-012578', '0001104659-14-012614', '0001104659-13-013165', '0001104659-12-011588', '0000009389-11-000014', '0000009389-10-000007', '0000009389-09-000006', '0000009389-08-000054', '0000009389-07-000049', '0000009389-06-000068', '0000009389-05-000060', '0000009389-04-000059', '0000009389-03-000044', '0000009389-02-000010', '0000009389-01-500003']","['0001558370-21-014796', '0001558370-21-010779', '0001558370-21-006461', '0001558370-20-013072', '0001558370-20-009904', '0001558370-20-005980', '0001558370-19-009677', '0001558370-19-006925', '0001558370-19-003945', '0001558370-18-008348', '0001558370-18-006348', '0001558370-18-004021', '0001558370-17-008225', '0001558370-17-006434', '0001558370-17-003696', '0001558370-16-009692', '0001558370-16-007939', '0001104659-16-116161', '0001104659-15-074526', '0001104659-15-055260', '0001104659-15-036329', '0001104659-14-059306', '0001104659-14-034088', '0001104659-13-079205', '0001104659-13-037474', '0001104659-12-076485', '0001104659-12-033750', '0001104659-11-061640', '0000009389-11-000025', '0000009389-10-000045', '0000009389-10-000038', '0000009389-10-000020', '0000009389-09-000037', '0000009389-09-000033', '0000009389-09-000023', '0000009389-08-000321', '0000009389-08-000309', '0000009389-08-000180', '0000009389-07-000463', '0000009389-07-000341', '0000009389-07-000192', '0000009389-06-000379', '0000009389-06-000289', '0000009389-06-000199', '0000009389-05-000384', '0000009389-05-000286', '0000009389-05-000210', '0000009389-04-000408', '0000009389-04-000280', '0000009389-04-000173', '0000009389-03-000235', '0000009389-03-000167', '0000009389-03-000120', '0000009389-02-000037', '0000009389-02-000033', '0000009389-02-000019', '0000009389-02-000013', '0000009389-01-500023', '0000009389-01-500019', '0000009389-01-500006']",21,60,81,Materials,Metal & Glass Containers,10/31/1984,1880
ARE,1035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",NYSE,"['0001035443-21-000044', '0001035443-20-000042', '0001035443-19-000041', '0001035443-18-000028', '0001035443-17-000022', '0001035443-16-000136', '0001035443-15-000018', '0001035443-14-000013', '0001104659-13-014040', '0001104659-12-011131', '0001104659-11-011479', '0001104659-10-010792', '0001104659-09-009784', '0001104659-08-013937', '0001035443-07-000004', '0001035443-06-000013', '0001035443-05-000005', '0001035443-04-000010', '0001035443-03-000002', '0001035443-02-000006']","['0001035443-21-000244', '0001035443-21-000191', '0001035443-21-000123', '0001035443-20-000273', '0001035443-20-000208', '0001035443-20-000135', '0001035443-19-000268', '0001035443-19-000196', '0001035443-19-000130', '0001035443-18-000215', '0001035443-18-000158', '0001035443-18-000087', '0001035443-17-000173', '0001035443-17-000142', '0001035443-17-000086', '0001035443-16-000241', '0001035443-16-000219', '0001035443-16-000166', '0001035443-15-000096', '0001035443-15-000077', '0001035443-15-000054', '0001035443-14-000081', '0001035443-14-000060', '0001035443-13-000032', '0001104659-13-037161', '0001104659-12-076636', '0001104659-12-056010', '0001104659-11-045410', '0001104659-11-026317', '0001104659-10-057300', '0001104659-10-041919', '0001104659-10-024093', '0001104659-09-063391', '0001104659-09-048686', '0001104659-09-031529', '0001104659-08-069715', '0001104659-08-051390', '0001104659-08-032402', '0001104659-07-081717', '0001104659-07-060802', '0001104659-07-037573', '0001035443-06-000051', '0001035443-06-000038', '0001035443-06-000024', '0001035443-05-000028', '0001035443-05-000021', '0001035443-05-000010', '0001035443-04-000027', '0001035443-04-000017', '0001035443-03-000022', '0001035443-03-000015', '0001035443-03-000009', '0001035443-02-000020', '0001035443-02-000018', '0001035443-02-000009', '0001035443-01-500033', '0001035443-01-500031', '0001035443-01-500026', '0001035443-00-500018', '0001035443-00-500009']",20,60,80,Real Estate,Office REITs,3/20/2017,1994
LVS,1300514,LAS VEGAS SANDS CORP,NYSE,"['0001300514-21-000033', '0001300514-20-000011', '0001300514-19-000021', '0001300514-18-000022', '0001300514-17-000005', '0001300514-16-000023', '0001300514-15-000005', '0001445305-14-000758', '0001193125-13-087854', '0000950123-12-004305', '0000950123-11-020089', '0000950123-10-018509', '0000950153-09-000169', '0000950124-08-000952', '0000950153-07-000439', '0000950123-06-002497', '0001193125-05-067595']","['0001300514-21-000166', '0001300514-21-000115', '0001300514-21-000058', '0001300514-20-000140', '0001300514-20-000122', '0001300514-20-000046', '0001300514-19-000107', '0001300514-19-000073', '0001300514-19-000042', '0001300514-18-000123', '0001300514-18-000090', '0001300514-18-000055', '0001300514-17-000078', '0001300514-17-000056', '0001300514-17-000027', '0001300514-16-000040', '0001300514-16-000034', '0001300514-16-000028', '0001300514-15-000018', '0001300514-15-000013', '0001300514-15-000009', '0001300514-14-000022', '0001300514-14-000015', '0001300514-14-000010', '0001193125-13-327904', '0001193125-13-211576', '0001193125-12-461628', '0001193125-12-223529', '0000950123-11-096711', '0000950123-11-047689', '0000950123-10-102774', '0000950123-10-074550', '0000950123-10-046667', '0000950123-09-059600', '0000950123-09-032150', '0000950153-09-000359', '0000950153-08-001918', '0000950153-08-001398', '0000950153-08-000939', '0000950153-07-002356', '0000950153-07-001718', '0000950153-07-001052', '0000950153-06-002770', '0000950153-06-002124', '0000950153-06-001299', '0001300514-05-000016', '0001300514-05-000010', '0001193125-05-108519']",17,48,65,Consumer Discretionary,Casinos & Gaming,10/3/2019,1988
VFC,103379,V F CORP,NYSE,"['0000103379-21-000006', '0000103379-20-000006', '0000103379-19-000006', '0000103379-18-000003', '0001628280-17-002027', '0001193125-16-489832', '0001193125-15-075174', '0001193125-14-069474', '0001193125-13-079974', '0001193125-12-088711', '0000950123-11-021306', '0000950123-10-020525', '0000893220-09-000455', '0000893220-08-000524', '0000893220-07-000491', '0000893220-06-000503', '0000893220-05-000519', '0000893220-04-000378', '0000893220-03-000363']","['0000103379-21-000017', '0000103379-21-000014', '0000103379-21-000003', '0000103379-20-000018', '0000103379-20-000013', '0000103379-20-000003', '0000103379-19-000014', '0000103379-19-000010', '0000103379-19-000003', '0000103379-18-000013', '0000103379-18-000009', '0000103379-17-000009', '0000103379-17-000006', '0001628280-17-005333', '0001193125-16-758861', '0001193125-16-673515', '0001193125-16-585493', '0001193125-15-369938', '0001193125-15-283008', '0001193125-15-183697', '0001193125-14-396147', '0001193125-14-295667', '0001193125-14-187089', '0001193125-13-429308', '0001193125-13-324222', '0001193125-13-206864', '0001193125-12-344084', '0001193125-12-222345', '0000950123-11-075693', '0000950123-11-049374', '0000950123-10-103794', '0000950123-10-075955', '0000950123-10-048494', '0000950123-09-060619', '0000950123-09-033506', '0000893220-09-001148', '0000893220-08-002882', '0000893220-08-002275', '0000893220-08-001371', '0000893220-07-003546', '0000893220-07-002709', '0000893220-07-001722', '0000893220-06-002329', '0000893220-06-001775', '0000893220-06-001067', '0000893220-05-002558', '0000893220-05-001875', '0000893220-05-001161', '0000893220-04-002345', '0000893220-04-001701', '0000893220-04-000984', '0000893220-03-001817', '0000893220-03-001348', '0000893220-03-000857', '0000893220-02-001333', '0000893220-02-000964', '0000893220-02-000628', '0000893220-01-500794', '0000893220-01-500535', '0000893220-01-500233', '0000893220-00-001239', '0000893220-00-000998']",19,62,81,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",6/30/1979,1899
TSN,100493,"TYSON FOODS, INC.",NYSE,"['0000100493-20-000132', '0000100493-19-000118', '0000100493-18-000108', '0000100493-17-000133', '0000100493-16-000281', '0000100493-15-000109', '0000100493-14-000220', '0000100493-13-000079', '0000100493-12-000065', '0001193125-11-317791', '0001193125-10-265708', '0000100493-09-000067', '0000100493-08-000060', '0000100493-07-000102', '0000100493-06-000110', '0000100493-05-000077', '0000100493-04-000084', '0000100493-03-000064', '0000100493-02-000026', '0000100493-01-500040']","['0000100493-21-000103', '0000100493-21-000075', '0000100493-21-000015', '0000100493-20-000103', '0000100493-20-000074', '0000100493-20-000016', '0000100493-19-000095', '0000100493-19-000063', '0000100493-19-000016', '0000100493-18-000092', '0000100493-18-000059', '0000100493-18-000017', '0000100493-17-000104', '0000100493-17-000087', '0000100493-17-000012', '0000100493-16-000235', '0000100493-16-000222', '0000100493-16-000175', '0000100493-15-000092', '0000100493-15-000053', '0000100493-15-000012', '0000100493-14-000150', '0000100493-14-000054', '0000100493-14-000007', '0000100493-13-000052', '0000100493-13-000036', '0000100493-13-000009', '0000100493-12-000038', '0000100493-12-000019', '0001193125-12-037815', '0001193125-11-213296', '0001193125-11-131527', '0001193125-11-024082', '0001193125-10-182490', '0000100493-10-000022', '0000100493-10-000004', '0000100493-09-000048', '0000100493-09-000037', '0000100493-09-000008', '0000100493-08-000030', '0000100493-08-000018', '0000100493-08-000005', '0000100493-07-000064', '0000100493-07-000049', '0000100493-07-000013', '0000100493-06-000068', '0000100493-06-000036', '0000100493-06-000011', '0000100493-05-000036', '0000100493-05-000022', '0000100493-05-000010', '0000100493-04-000047', '0000100493-04-000031', '0000100493-04-000014', '0000100493-03-000032', '0000100493-03-000013', '0000100493-03-000006', '0000100493-02-000021', '0000100493-02-000019', '0000100493-02-000005', '0000100493-01-500023', '0000100493-01-500004']",20,62,82,Consumer Staples,Packaged Foods & Meats,8/10/2005,1935
WLTW,1140536,WILLIS TOWERS WATSON PLC,Nasdaq,"['0001564590-21-007578', '0001564590-20-006736', '0001564590-19-004912', '0001140536-18-000008', '0001140536-17-000008', '0001140536-16-000035', '0001140536-15-000003', '0001140536-14-000004', '0001445305-13-000389', '0000950123-12-004309', '0000950123-11-019018', '0000950123-10-018538', '0001047469-09-001993', '0001047469-08-001829', '0001104659-07-014849', '0001047469-06-002748', '0001047469-05-005731', '0001047469-04-007909', '0001047469-03-010326']","['0001564590-21-052630', '0001564590-21-040668', '0001564590-21-021810', '0001564590-20-048782', '0001564590-20-034751', '0001564590-20-020090', '0001564590-19-039341', '0001564590-19-028038', '0001564590-19-015683', '0001564590-18-026537', '0001140536-18-000019', '0001140536-18-000012', '0001140536-17-000034', '0001140536-17-000028', '0001140536-17-000020', '0001140536-16-000074', '0001140536-16-000069', '0001140536-16-000058', '0001140536-15-000028', '0001140536-15-000015', '0001140536-15-000009', '0001140536-14-000016', '0001140536-14-000013', '0001140536-14-000010', '0001140536-13-000015', '0001140536-13-000007', '0001140536-13-000004', '0001193125-12-456928', '0001193125-12-224769', '0000950123-11-096962', '0000950123-11-047905', '0000950123-10-101712', '0000950123-10-074389', '0000950123-10-047214', '0000950123-09-058730', '0000950123-09-032027', '0001047469-09-005234', '0001047469-08-011894', '0001047469-08-008806', '0001047469-08-006264', '0001047469-07-008834', '0001104659-07-059828', '0001104659-07-037890', '0001104659-06-072518', '0001104659-06-052890', '0001104659-06-032607', '0001104659-05-053016', '0001104659-05-037076', '0001047469-05-013753', '0001047469-04-025790', '0001047469-04-016618', '0001047469-03-037411', '0001047469-03-027679', '0001047469-03-018880']",19,54,73,Financials,Insurance Brokers,1/5/2016,2016
OXY,797468,OCCIDENTAL PETROLEUM CORP /DE/,NYSE,"['0000797468-21-000009', '0000797468-20-000004', '0000797468-19-000004', '0000797468-18-000005', '0000797468-17-000003', '0000797468-16-000017', '0000797468-15-000003', '0000797468-14-000011', '0000797468-13-000011', '0000797468-12-000016', '0000797468-11-000026', '0000797468-10-000020', '0000797468-09-000015', '0000797468-08-000026', '0000797468-07-000027', '0000797468-06-000031', '0000797468-05-000041', '0000797468-04-000033', '0000797468-03-000111', '0000797468-02-000010', '0000797468-01-500004']","['0000797468-21-000036', '0000797468-21-000028', '0000797468-21-000017', '0000797468-20-000033', '0000797468-20-000027', '0000797468-20-000010', '0000797468-19-000016', '0000797468-19-000012', '0000797468-19-000007', '0000797468-18-000017', '0000797468-18-000014', '0000797468-18-000008', '0000797468-17-000025', '0000797468-17-000019', '0000797468-17-000007', '0000797468-16-000039', '0000797468-16-000036', '0000797468-16-000023', '0000797468-15-000014', '0000797468-15-000012', '0000797468-15-000006', '0000797468-14-000079', '0000797468-14-000073', '0001445305-14-001808', '0000797468-13-000106', '0000797468-13-000079', '0000797468-12-000064', '0000797468-12-000023', '0000797468-11-000098', '0000797468-11-000081', '0000797468-11-000037', '0000797468-10-000115', '0000797468-10-000098', '0000797468-10-000039', '0000797468-09-000100', '0000797468-09-000095', '0000797468-09-000031', '0001104659-08-067838', '0001047469-08-008716', '0000797468-08-000054', '0000797468-07-000137', '0000797468-07-000113', '0000797468-07-000041', '0000797468-06-000145', '0000797468-06-000117', '0000797468-06-000060', '0000797468-05-000157', '0000797468-05-000115', '0000797468-05-000054', '0000797468-04-000111', '0000797468-04-000087', '0000797468-04-000048', '0000797468-03-000322', '0000797468-03-000246', '0000797468-03-000183', '0000797468-02-000087', '0000797468-02-000031', '0000797468-02-000017', '0000797468-01-500022', '0000797468-01-500019', '0000950148-01-500691', '0000797468-00-500002']",21,62,83,Energy,Oil & Gas Exploration & Production,12/31/1982,1920
PAYC,1590955,"Paycom Software, Inc.",NYSE,"['0001564590-21-006660', '0001564590-20-004636', '0001564590-19-002998', '0001564590-18-002088', '0001564590-17-001891', '0001564590-16-013001', '0001193125-15-065707']","['0001564590-21-054471', '0001564590-21-041585', '0001564590-21-024960', '0001564590-20-051300', '0001564590-20-037741', '0001564590-20-020184', '0001564590-19-039201', '0001564590-19-027991', '0001564590-19-015388', '0001564590-18-026220', '0001564590-18-018908', '0001564590-18-010699', '0001564590-17-021195', '0001564590-17-014965', '0001564590-17-008773', '0001564590-16-027365', '0001564590-16-022350', '0001564590-16-018027', '0001564590-15-009936', '0001564590-15-006677', '0001564590-15-004189', '0001193125-14-402397', '0001193125-14-302051', '0001193125-14-208362']",7,24,31,Information Technology,Application Software,1/28/2020,1998
SYF,1601712,Synchrony Financial,NYSE,"['0001601712-21-000057', '0001601712-20-000038', '0001601712-19-000053', '0001601712-18-000107', '0001601712-17-000031', '0001601712-16-000069', '0001601712-15-000007']","['0001601712-21-000289', '0001601712-21-000236', '0001601712-21-000181', '0001601712-20-000253', '0001601712-20-000204', '0001601712-20-000138', '0001601712-19-000242', '0001601712-19-000184', '0001601712-19-000124', '0001601712-18-000265', '0001601712-18-000209', '0001601712-18-000155', '0001601712-17-000148', '0001601712-17-000089', '0001601712-17-000056', '0001601712-16-000175', '0001601712-16-000143', '0001601712-16-000109', '0001601712-15-000032', '0001601712-15-000026', '0001601712-15-000015', '0001601712-14-000015', '0001601712-14-000007']",7,23,30,Financials,Consumer Finance,11/18/2015,2003
LUV,92380,SOUTHWEST AIRLINES CO,NYSE,"['0000092380-21-000033', '0000092380-20-000024', '0000092380-19-000022', '0000092380-18-000031', '0000092380-17-000029', '0000092380-16-000175', '0000092380-15-000027', '0000092380-14-000010', '0001193125-13-041608', '0001193125-12-049647', '0001193125-11-026045', '0001193125-10-017191', '0001193125-09-015591', '0000950134-08-001572', '0000950134-07-001724', '0000950134-06-001553', '0000950134-05-002093', '0000950134-04-000842', '0000950134-03-001681', '0000950134-02-000776', '0000950134-01-000502']","['0000092380-21-000160', '0000092380-21-000143', '0000092380-21-000101', '0000092380-20-000145', '0000092380-20-000122', '0000092380-20-000060', '0000092380-19-000085', '0000092380-19-000077', '0000092380-19-000049', '0000092380-18-000130', '0000092380-18-000110', '0000092380-18-000073', '0000092380-17-000167', '0000092380-17-000146', '0000092380-17-000078', '0000092380-16-000270', '0000092380-16-000252', '0000092380-16-000213', '0000092380-15-000129', '0000092380-15-000098', '0000092380-15-000042', '0000092380-14-000151', '0000092380-14-000117', '0000092380-14-000024', '0000092380-13-000111', '0000092380-13-000097', '0000092380-13-000020', '0000092380-12-000103', '0000092380-12-000089', '0000092380-12-000016', '0000092380-11-000088', '0000092380-11-000020', '0000092380-10-000099', '0000092380-10-000079', '0000092380-10-000032', '0000092380-09-000048', '0000092380-09-000027', '0000092380-09-000016', '0000092380-08-000018', '0000092380-08-000014', '0000092380-08-000009', '0000092380-07-000034', '0000092380-07-000024', '0000092380-07-000014', '0000092380-06-000020', '0000092380-06-000009', '0000950134-06-007697', '0000092380-05-000016', '0000092380-05-000012', '0000092380-05-000006', '0000092380-04-000028', '0000092380-04-000016', '0000092380-04-000009', '0000092380-03-000025', '0000092380-03-000013', '0000092380-03-000005', '0000092380-02-000019', '0000092380-02-000007', '0000092380-02-000005', '0000950134-01-508530', '0000092380-01-500011', '0000092380-01-500009', '0000092380-00-500006']",21,63,84,Industrials,Airlines,7/1/1994,1967
